,icao24,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription
154,3c6750,D-AIZP,AIRBUS,Airbus,A320 214SL,A320,5487,,L2J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,
155,8880cd,VN-A690,AIRBUS,Airbus,A320 214,A320,4504,,L2J,,VIETJETAIR,VJC,,Vietjetair,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
156,ae01ce,62-4134,BOEING,Boeing,RC-135W,R135,18474,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,Reserved
157,896052,A6-EMO,BOEING,Boeing,Boeing 777 31H,B773,28680,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,
158,0100a2,SU-GCE,AIRBUS,Airbus,Airbus A330 243(F),A332,600,,L2J,Egyptair Cargo,EGYPTAIR CARGO,MSX,MS,Egyptair,F-WWYK,2004-06-21,,,2004-01-01,,,,False,False,False,,No ADS-B Emitter Category Information
159,a3b414,N338FR,AIRBUS,Airbus,A320-251N,A20N,8402,,L2J,Frontier Airlines,FRONTIER FLIGHT,FFT,F9,Wells Fargo Trust Co Na Trustee,,,2028-08-31,,2018-01-01,,,CFM INTL LEAP-1A26,False,False,False,,
160,a806d8,N616UP,BOEING,Boeing,747-8F,B748,64262,,L4J,United Parcel Service Company (ups) - United States Of America,UPS,UPS,,C C & E I Llc,,,2029-06-30,,2019-01-01,,,GE GENX-2B67/P,False,False,False,,
161,00c464,ZS-ZWT,BOEING,Boeing,737NG 8K5/W,B738,27990,,L2J,,COMMERCIAL,CAW,,Kulula.com,,,,,,,,,False,False,False,,
162,3c6dcb,D-AKNK,AIRBUS,Airbus,A319 112,A319,1077,,L2J,,GERMAN WINGS,GWI,,Germanwings,,,,,,,,,False,False,False,,
163,0d02b1,XA-MAD,BOEING,Boeing,737 277,B732,22652,,L2J,,,,,Magnicharters,,,,,,,,,False,False,False,,
164,78055a,B-5256,BOEING,Boeing,737NG 79P/W,B737,36758,,L2J,,CHINA EASTERN,CES,,China Eastern Airlines,,,,,,,,,False,False,False,,
165,a46d8f,N38473,BOEING,Boeing,737-924ER,B739,38702,,L2J,,UNITED,UAL,,United Airlines Inc,,,2029-05-31,,2013-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
166,a12ff9,N176FE,BOEING,Boeing,767-300F,B763,63107,,L2J,Federal Express,FEDEX,FDX,FX,Federal Express Corp,,,2029-08-31,,2019-01-01,,,GE CF6-80C2B6F,False,False,False,,
167,4c8060,5B-DCV,AIRBUS,Airbus,Airbus A319 132,A319,2032,,L2J,,COBALT,FCB,,Cobalt Air,,,,,,,,,False,False,False,,
168,e4919f,PR-GEI,BOEING,Boeing,737NG 76N/W,B737,34758,,L2J,,GOL TRANSPORTE,GLO,,Gol Airlines,,,,,,,,,False,False,False,,
169,4ba939,TC-JIY,AIRBUS,Airbus,Airbus A330 223,A332,1221,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,
170,76cf28,9V-SYH,BOEING,Boeing,777 312,B773,32317,,L2J,,SINGAPORE,SIA,,Singapore Airlines,,,,,,,,,False,False,False,,
171,00b0eb,ZS-SNA,AIRBUS,Airbus,A340 642,A346,410,,L4J,South African Airways,SPRINGBOK,SAA,SA,South African Airways,F-WWCE,2002-12-24,,,2002-01-01,,,,False,False,False,,
172,a55f00,N445UP,BOEING,Boeing,757-24APF,B752,27390,,L2J,United Parcel Service,UPS,UPS,5X,Wilmington Trust Co Owner Trustee,,,2028-11-30,,,,,NONE NONE,False,False,False,,
173,4cc503,TF-NOW,AIRBUS,Airbus,Airbus A321 211SL,A321,7715,,L2J,,SWALLOW,WOW,,Wow Air,,,,,,,,,False,False,False,,
174,ab649a,N833MH,BOEING,Boeing,767-432ER,B764,29706,,L2J,,DELTA,DAL,,Delta Air Lines Inc,,,2028-08-31,,2000-01-01,,,GE CF6-80 SERIES,False,False,False,,
175,a91583,N6848,,Boeing,B75N1,,75-6848,,,,,,,Tataryn Roderick W,,,2029-02-28,,1942-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
176,3c6461,D-AICA,AIRBUS,Airbus,A320 212,A320,774,,L2J,,CONDOR,CFG,,Condor Flugdienst,,,,,,,,,False,False,False,,
177,02000f,CN-RGA,BOEING,Boeing,747 428,B744,25629,956,L4J,Royal Air Maroc,ROYALAIR MAROC,RAM,AT,Royal Air Maroc,,1994-01-27,,,1993-01-01,,,,False,False,False,,
178,0d036f,XA-VOL,AIRBUS,Airbus,A319-132,A319,2666,,L2J,Volaris,VOLARIS,VOI,Y4,Volaris,D-AVWX,2006-03-01,,,2006-01-01,,,,False,False,False,,
179,aadb79,N799WS,NUSANTARA,Boeing,737-8FE,B407,33997,,H1T,,,,,Umb Bank Na Trustee,,,2029-12-31,,,,,,False,False,False,,
180,a6049b,N487WN,BOEING,Boeing,737-7H4,B737,33854,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2028-11-30,,2004-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
181,780090,B-1992,BOEING,Boeing,737NG 84P/W,B738,41376,,L2J,,,,,Suparna Airlines,,,,,,,,,False,False,False,,
182,888139,VN-A894,AIRBUS,Airbus,A350 941,A359,150,,L2J,,VIET NAM AIRLINES,HVN,,Vietnam Airlines,,,,,,,,,False,False,False,,
183,800686,VT-IEO,AIRBUS,Airbus,A320 232,A320,4965,,L2J,,IFLY,IGO,,Indigo Airlines,,,,,,,,,False,False,False,,
184,4bceaf,TC-SUO,BOEING,Boeing,737NG 86Q/W,B738,30272,,L2J,,SUNEXPRESS,SXS,,Sunexpress,,,,,,,,,False,False,False,,
185,a8063e,N616NK,AIRBUS,Airbus,A320-232,A320,5370,,L2J,,SPIRIT WINGS,NKS,,Umb Bank Na Trustee,,,2029-08-31,,2012-01-01,,,IAE V2527-A5,False,False,False,,
186,ac671b,N899DN,BOEING,Boeing,737-900ER,B739,32005,,L2J,Delta Air Lines,DELTA,DAL,DL,Delta Air Lines Inc,,,2028-06-30,,2018-01-01,,,CFM INTL. CFM56 SERIES,False,False,False,,
187,038432,TU-TSB,AIRBUS,Airbus,A319 115LR,A319,2228,,L2J,,,,,Air Cote D Ivoire,,,,,,,,,False,False,False,,
188,7c77fa,VH-XZG,BOEING,Boeing,737NG 838/W,B738,39371,,L2J,,QANTAS,QFA,,Qantas,,,,,,,,,False,False,False,,
189,ab5340,N829KW,BOEING,Boeing,777-212ER,B772,28526,,L2J,,,,,Alta 777 Llc,,,2029-04-30,,,,,,False,False,False,,
190,c07923,C-GTWS,BOEING,Boeing,737-76N (Boeing),B737,32883,,L2J,,WESTJET,WJA,,Westjet,,2002-07-19,,,,,,,False,False,False,,
191,a5b769,N468AX,BOEING,Boeing,767-36N,B763,30115,863,L2J,U.s. Transportation Command - United States Of America,OMNI-EXPRESS,CMB,OY,Bank Of Utah Trustee,,,2030-02-28,,2002-01-01,,,GE CF6-80C2B7F,False,False,False,,
192,a3afe8,N337AZ,BOEING,Boeing,767-323,B763,27060,,L2J,Air Transport International,AIR TRANSPORT,ATN,8C,Cargo Aircraft Management Inc,,,2029-08-31,,1994-01-01,,,GE CF6-80 SERIES,False,False,False,,No ADS-B Emitter Category Information
193,4b187f,HB-JHF,AIRBUS,Airbus,A330-343,A333,1089,,L2J,Swiss International Air Lines,SWISS,SWR,LX,Swiss International Air Lines Ltd.,,2010-04-16,,,2010-01-01,,,ROLLS-ROYCE PLC RB211 TRENT 772B-60,False,False,False,,
194,a82ff1,N62674,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-3041,,L1P,,,,,Private,,,,,,,,,False,False,False,,
195,a6bab8,N53233,STEARMAN,Boeing,D75N1,ST75,75-3775,,L1P,,,,,Dasan Farms Inc.,,,2029-03-31,,1942-01-01,,,P&W R-985 SERIES,False,False,False,,
196,3964eb,F-GZHL,BOEING,Boeing,737NG 8K2/W,B738,37791,,L2J,,FRENCH SUN,TVF,,Transavia France,,,,,,,,,False,False,False,,
197,8963cd,A6-APA,AIRBUS,Airbus,A380 861,A388,166,,L4J,,ETIHAD,ETD,,Etihad Airways,,,,,,,,,False,False,False,,
198,4aca47,SE-RRG,BOEING,Boeing,737-8JP,B738,39165  LN:3507,,L2J,Norwegian Air Shuttle A.s. T/a Norwegian - Norway,NOR SHUTTLE,NAX,,Norwegian Air Sweden,,,,,,,,CFMI CFM56-7B26,False,False,False,,
199,c81e1c,ZK-TLE,BOEING,Boeing,737 3S1SF,B733,24834,,L2J,,,,,Toll Priority,,,,,,,,,False,False,False,,
200,a76baf,N57762,STEARMAN,Boeing,A75N1,ST75,752979,,L1P,,,,,Anderson Todd C,,,2028-05-31,,1942-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
201,8a0295,PK-LHY,BOEING,Boeing,737NG 9GPER/W,B739,37285,,L2J,,LION INTER,LNI,,Lion Air,,,,,,,,,False,False,False,,
202,c083aa,C-GXWJ,BOEING,Boeing,737-6CT (Boeing),B736,35570,,L2J,,WESTJET,WJA,,Westjet,,2006-08-31,,,,,,,False,False,False,,
203,43be88,VP-BZP,AIRBUS,Airbus,A320 214,A320,3631,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,False,False,False,,
204,780299,B-5176,BOEING,Boeing,737NG 86N,B738,34258,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
205,a62711,N496H,STEARMAN,Boeing,B75N1,ST75,75-6847,,L1P,,,,,Fletcher Flying Service 419 Llc,,,2030-01-31,,,,,CONT MOTOR W670 SERIES,False,False,False,,
206,084002,TT-ABD,BOEING,Boeing,737NG 74Q/W BBJ,B737,29136,225,L2J,Tchad Government,,,,Government Of Chad,N1787B,2010-08-01,,,1999-01-01,,,,False,False,False,,
207,750105,9M-AFB,AIRBUS,Airbus,A320 214,A320,2633,,L2J,,ASIAN EXPRESS,AXM,,Airasia,,,,,,,,,False,False,False,,
208,44d078,OO-TCX,AIRBUS,Airbus,Airbus A320 212,A320,1381,,L2J,,THOMAS COOK,TCW,,Thomas Cook Airlines Belgium,,,,,,,,,False,False,False,,
209,896483,A6-EUY,AIRBUS,Airbus,A380 842,A388,242,,L4J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,
210,aa7e79,N77535,BOEING,Boeing,737-824,B738,62751,,L2J,,UNITED,UAL,,United Airlines Inc,,,2029-08-31,,2016-01-01,,,CFM INTL CFM56-7B27E/F,False,False,False,,
211,06a019,A7-ACB,AIRBUS,Airbus,Airbus A330 202,A332,489,,L2J,,QATARI,QTR,,Qatar Airways,,,,,,,,,False,False,False,,
212,484f2e,PH-CDE,BOEING,Boeing,737NG 8GQ/W,B738,35795,,L2J,,,,,Corendon Dutch Airlines,,,,,,,,,False,False,False,,
213,aaa72c,N786DS,,Boeing,737-800A,,67017,,,Boeing,BOEING,BOE,,Boeing Co,,,2028-12-31,,,,,,False,False,False,,
214,345107,EC-MJC,AIRBUS,Airbus,A320 232SL,A320,6841,,L2J,,VUELING,VLG,,Vueling Airlines,,,,,,,,,False,False,False,,
215,a2c7ef,N279AD,BOEING,Boeing,737-4Q8,B734,26279,,L2J,,,,,U.s. Marshals Service,,,2029-05-31,,1992-01-01,,,CFM INTL CFM56-3C,False,False,False,,
216,8960de,A6-EBW,BOEING,Boeing,777 36NER,B77W,32793,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,
217,8005ee,VT-AND,BOEING,Boeing,787 8,B788,36278,,L2J,,AIRINDIA,AIC,,Air India,,,,,,,,,False,False,False,,
218,a7de53,N606JB,AIRBUS,Airbus,A320-232,A320,2384,,L2J,,JETBLUE,JBU,,Jetblue Airways Corp,,,2029-07-31,,2005-01-01,,,IAE V2500SERIES,False,False,False,,
219,451db0,LZ-BHI,AIRBUS,Airbus,Airbus A320 232,A320,3125,,L2J,,,,,Balkan Holidays Air,,,,,,,,,False,False,False,,
220,a59d63,N461AS,BOEING,Boeing,737-990ER,B739,36363,,L2J,, Inc.,ASA,,Alaska Airlines Inc,,,2030-04-30,,2014-01-01,,,CFM INTL CFM56-7B27E,False,False,False,,
221,a0aeae,N143JS,STEARMAN,Boeing,A75,ST75,75-5556,,L1P,,,,,Mcclain Aviation Llc,,,2027-11-30,,1943-01-01,,,CONT MOTOR W670 SERIES,False,False,False,,
222,89611c,A6-ECU,BOEING,Boeing,Boeing 777-31H(ER),B77W,35593,,L2J,,EMIRATES,UAE,,Emirates Airline,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information
223,064195,5N-HAI,BOEING,Boeing,737 36N,B733,28570,,L2J,,,,,Azman Air,,,,,,,,,False,False,False,,
224,780c44,B-5947,AIRBUS,Airbus,A330 343E,A333,1538,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
225,ae01d4,64-14847,BOEING,Boeing,RC-135U,R135,18787,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,Reserved
226,48520b,PH-HXC,BOEING,Boeing,737NG 8K2/W,B738,41342,,L2J,,TRANSAVIA,TRA,,Transavia,,,,,,,,,False,False,False,,
227,a19974,N202AC,AIRBUS,Airbus,A320-214,A320,1308,,L2J,,,,,Bank Of Utah Trustee,,,2027-12-31,,,,,,False,False,False,,
228,a8ff2b,N679WR,,Boeing,CH-46E,,157679,,,Columbia Helicopters,COLUMBIA HELI,WCO,,Columbia Helicopters Inc,,,2030-03-31,,,,,,False,False,False,,
229,0c200f,HP-1520CMP,BOEING,Boeing,737NG 7V3/W,B737,33707,,L2J,,COPA,CMP,,Copa Airlines,,,,,,,,,False,False,False,,
230,780e1f,B-1528,BOEING,Boeing,737NG 89L/W,B738,44920,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
231,a49ce2,N397AZ,BOEING,Boeing,767-323,B763,24035,,L2J,Air Transport International,AIR TRANSPORT,ATN,8C,Cargo Aircraft Management Inc,,,2028-11-30,,1988-01-01,,,GE CF6-80 SERIES,False,False,False,,
232,39dd49,F-HXKJ,AIRBUS,Airbus,A320-252N,A20N,,,L2J,Air Corsica,CORSICA,CCM,,,,,,,,,,,False,False,False,,
233,780309,B-6311,AIRBUS,Airbus,A320 214,A320,3027,,L2J,,JUNEYAO AIRLINES,DKH,,Juneyao Airlines,,,,,,,,,False,False,False,,
234,3c64ed,D-AIGM,AIRBUS,Airbus,A340 313X,A343,158,,L4J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,
235,4ba996,TC-JLV,AIRBUS,Airbus,A319 132,A319,4755,,L2J,,TURKAIR,THY,,Turkish Airlines,,,,,,,,,False,False,False,,
236,710121,HZ-AK43,BOEING,Boeing,Boeing 777-300(ER) ,B77W,62763,,L2J,,SAUDIA,SVA,,Saudi Arabian Airlines,,,,,,,,,False,False,False,,Heavy (> 300000 lbs)
237,a69900,N524NK,AIRBUS,Airbus,A319-132,A319,2929,,L2J,,SPIRIT WINGS,NKS,,Spirit Airlines Inc,,,2030-01-31,,2006-01-01,,,IAE V2524-A5,False,False,False,,
238,a9c8cc,N73BA,STEARMAN,Boeing,E75N1,ST75,75-8766,,L1P,,,,,Bob Air Inc,,,2027-05-31,,1948-01-01,,,LYCOMING R680,False,False,False,,
239,a634ce,N49964,STEARMAN,Boeing,Stearman A75N1 PT-17 Kaydet,ST75,75-351,,L1P,,,,,Private,,,,,,,,,False,False,False,,
240,34430c,EC-LTG,BOEING,Boeing,737 4K5,B734,24129,,L2J,,,LAV,,Albastar,,,,,,,,,False,False,False,,
241,ac06f5,N874UA,AIRBUS,Airbus,A319-132,A319,2008,,L2J,United Airlines,UNITED,UAL,UA,Wells Fargo Trust Co Na Trustee,,,2030-01-31,,,,,,False,False,False,,
242,a56893,N448CM,STEARMAN,Boeing,A75N1(PT17),ST75,75-2119,,L1P,,,,,Maier Christopher F,,,2028-08-31,,1942-01-01,,,LYCOMING R680E SERIES,False,False,False,,
243,abf32f,N8694E,BOEING,Boeing,737-8H4,B738,36661,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2029-09-30,,2016-01-01,,,CFM INTL CFM56-7B27E/F,False,False,False,,
244,780be0,B-8951,AIRBUS,Airbus,A330 243,A332,1785,,L2J,,,,,Tibet Airlines,,,,,,,,,False,False,False,,
245,ae123d,04-4132,MCDONNELL DOUGLAS,Boeing,C-17A Globemaster III,C17,P132,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,Reserved
246,899063,B-16338,AIRBUS,Airbus,A330 302,A333,1778,,L2J,,EVA,EVA,,Eva Air,,,,,,,,,False,False,False,,
247,45ac4f,OY-KBO,AIRBUS,Airbus,Airbus A319 132,A319,2850,,L2J,,SCANDINAVIAN,SAS,,Scandinavian Airlines System,,,,,,,,,False,False,False,,
248,a57422,N450WT,STEARMAN,Boeing,A75N1(PT17),ST75,75-3420,,L1P,,,,,Hayden Robert E Jr,,,2028-04-30,,1942-01-01,,,P&W R-985 SERIES,False,False,False,,
249,a737c7,N564WN,BOEING,Boeing,737-73V,B737,30244,,L2J,,SOUTHWEST,SWA,,Bank Of Utah Trustee,,,2029-05-31,,2002-01-01,,,CFM INTL CFM56-7B24,False,False,False,,
250,869122,JA780A,BOEING,Boeing,777 381ER,B77W,34895,,L2J,,ALL NIPPON,ANA,,All Nippon Airways,,,,,,,,,False,False,False,,
251,7503d7,9M-LNR,BOEING,Boeing,737NG 8GP/W,B738,39863,,L2J,,Malindo,MXD,,Malindo Air,,,,,,,,,False,False,False,,
252,ac138c,N8776L,BOEING,Boeing,737-8,B38M,67761,,L2J,Southwest Airlines,SOUTHWEST,SWA,WN,Southwest Airlines Co,,,2029-09-30,,2022-01-01,,,CFM INTL LEAP-1B28 SER,False,False,False,,
253,89402d,A9C-KE,AIRBUS,Airbus,A330 243,A332,334,,L2J,,GULF AIR,GFA,,Gulf Air,,,,,,,,,False,False,False,,
254,a08193,N1312N,STEARMAN,Boeing,E75,ST75,75-5742,,L1P,,,,,National Museum Of World War Ii Aviation,,,2030-03-31,,1944-01-01,,,LYCOMING R-680-B4,False,False,False,,
255,780fb2,B-8490,AIRBUS,Airbus,A320 232SL,A320,7041,,L2J,,AIR CHINA,CCA,,Air China,,,,,,,,,False,False,False,,
256,7bb060,B-2996,BOEING,Boeing,737 35NSF,B733,29316,,L2J,China Postal Airlines,CHINA POST,CYZ,8Y,China Postal Airlines,,,,,,,,,False,False,False,,
257,ac2d0d,N884DS,,Boeing,737-800A,,67015,,,Boeing,BOEING,BOE,,Boeing Co,,,2029-06-30,,,,,,False,False,False,,
258,a42a5c,N368DN,AIRBUS,Airbus,A321-211,A321,8695,,L2J,Delta Air Lines,DELTA,DAL,DL,Delta Air Lines Inc,,,2029-01-31,,2019-01-01,,,CFM INTL CFM56-5B3/3,False,False,False,,
259,7801c0,B-LDF,AIRBUS,Airbus,A300 F4-605R,A306,860,,L2J,Air Hong Kong,AIR HONG KONG,AHK,LD,Air Hong Kong,,,,,,,,,False,False,False,,
260,4bceb5,TC-SUU,BOEING,Boeing,737NG 86Q/W,B738,30274,,L2J,,SUNEXPRESS,SXS,,Sunexpress,,,,,,,,,False,False,False,,
261,ae013a,59-1488,BOEING,Boeing,KC-135R,K35R,17976,,L4J,United States Air Force,AIR CHIEF,AIO,,United States Air Force,,,,,,,,,False,False,False,,
262,4b1a3a,HB-JYG,AIRBUS,Airbus,A319-111,A319,4781,,L2J,Easyjet Switzerland Sa,,,,Easyjet Airline Company Limited,,2014-12-29,,,2011-01-01,,,SNECMA CFM56-5B5/3,False,False,False,,
263,aac366,N793CK,BOEING,Boeing,Boeing 747 222BF,B742,23736,,L4J,Kalitta Air,CONNIE,CKS,K4,Kalitta Air,,,,,,,,,False,False,False,,
264,e80435,CC-BAW,AIRBUS,Airbus,A320 214,A320,5125,,L2J,, Aerovias de Integracion Regional,ARE,,Latam Colombia,,,,,,,,,False,False,False,,
265,a86717,N640VA,AIRBUS,Airbus,A320-214,A320,3349,,L2J,,REDWOOD,VRD,,Wells Fargo Trust Co Na Trustee,,,2028-08-31,,2007-01-01,,,CFM INTL CFM56-5B4,False,False,False,,
266,a906c7,N68087,BOEING,Boeing,757-222,B752,24891,,L2J,Federal Express,FEDEX,FDX,FX,Federal Express Corp,,,2027-08-31,,1990-01-01,,,P & W PW2040,False,False,False,,
267,461eb0,OH-LQE,AIRBUS,Airbus,Airbus A340 313E,A343,938,,L4J,Finnair,FINNAIR,FIN,AY,Finnair,,,,,,,,,False,False,False,,
268,7c6d24,VH-VUE,BOEING,Boeing,737NG 8FE/W,B738,34167,,L2J,,VIRGIN,VOZ,,Virgin Australia,,,,,,,,,False,False,False,,
269,4067f3,G-TAWP,BOEING,Boeing,Boeing 737NG 8K5/W,B738,37257,,L2J,,TOMSON,TOM,,Thomson Airways,,,,,,,,,False,False,False,,
270,502cb4,YL-PSB,BOEING,Boeing,Boeing 737NG 8Q8/W,B738,30722,,L2J,,,,,Primera Air Nordic,,,,,,,,,False,False,False,,
271,4cc271,TF-ISK,BOEING,Boeing,757 223/W,B752,24606,FI533,L2J,Icelandair,ICEAIR,ICE,FI,Icelandair,,,,,,,,2 x RR RB211-535E4B,False,False,False,,No ADS-B Emitter Category Information
272,0d05cc,XA-LRL,AIRBUS,Airbus,A-300B4-203 /F,A30B,210,,L2J,Aero Union,AEROUNION,TNO,6R,Aerounion,F-WZMK,2010-08-27,,,1982-01-01,,,,False,False,False,,
273,a071ec,N128FE,BOEING,Boeing,767-3S2F,B763,42719,,L2J,Federal Express,FEDEX,FDX,FX,Federal Express Corp,,,2028-11-30,,2015-01-01,,,GE CF6-80C2B6F,False,False,False,,
274,acfc74,N936FD,BOEING,Boeing,757-2T7,B752,23293,,L2J,Federal Express,FEDEX,FDX,FX,Federal Express Corp,,,2029-02-28,,1985-01-01,,,,False,False,False,,
275,c81e22,ZK-OKQ,BOEING,Boeing,777 319ER,B77W,40689,,L2J,,NEW ZEALAND,ANZ,,Air New Zealand,,,,,,,,,False,False,False,,
276,70aa6f,9N-ALV,AIRBUS,Airbus,A320 214SL,A320,7503,,L2J,Himalaya Airlines,HIM,HIM,H9,Himalaya Airlines,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs)
277,0d81e4,YV3012,BOEING,Boeing,737 401,B734,23990,,L2J,Avior Airlines,AVIOR,ROI,,Avior Airlines,,,,,,,,,False,False,False,,
278,47878b,LN-DYZ,BOEING,Boeing,Boeing 737NG 8JP/W,B738,39013,,L2J,,NOR SHUTTLE,NAX,,Norwegian,,,,,,,,,False,False,False,,
279,73806d,4X-EKH,BOEING,Boeing,737NG 85P/W,B738,35485,,L2J,,ELAL,ELY,,El Al,,,,,,,,,False,False,False,,
280,780cc3,B-1870,AIRBUS,Airbus,A320 214SL,A320,6315,,L2J,,JUNEYAO AIRLINES,DKH,,Juneyao Airlines,,,,,,,,,False,False,False,,
281,e48fca,PT-MOB,BOEING,Boeing,767 316ER/W,B763,40592,,L2J,,TAM,TAM,,Latam Brasil,,,,,,,,,False,False,False,,
282,75033d,9M-AJD,AIRBUS,Airbus,A320 216SL,A320,5863,,L2J,,ASIAN EXPRESS,AXM,,Airasia,,,,,,,,,False,False,False,,
283,896411,A6-AOE,AIRBUS,Airbus,A320 214SL,A320,6430,,L2J,,ARABIA,ABY,,Air Arabia,,,,,,,,,False,False,False,,
284,4a09a6,YR-BMF,BOEING,Boeing,737NG 8Q8,B738,28220,,L2J,Blue Air,BLUE TRANSPORT,JOR,0B,Blue Air,,,,,,,,,False,False,False,,
285,4248f1,VQ-BAZ,AIRBUS,Airbus,Airbus A320 214,A320,3789,,L2J,,AEROFLOT,AFL,,Aeroflot Russian Airlines,,,,,,,,,False,False,False,,
286,424294,VP-BAL,BOEING,Boeing,767 224ER,B762,30439,,L2J,,UTAIR,UTA,,Ut Air,,,,,,,,,False,False,False,,
287,06a076,A7-BBF,BOEING,Boeing,Boeing 777 2DZLR,B77L,36018,,L2J,,QATARI,QTR,,Qatar Airways,,,,,,,,,False,False,False,,
288,aace69,N796BA,,Boeing,737-8,,44304,,,,,,,Wilmington Trust Co Trustee,,,2030-03-31,,2023-01-01,,,CFM INTL LEAP-1B27 SER,False,False,False,,
289,adbb39,N984NN,BOEING,Boeing,737NG 823/W,B738,31234,,L2J,,AMERICAN,AAL,,American Airlines,,,,,,,,,False,False,False,,
290,a8e4e9,N672UA,BOEING,Boeing,767-322,B763,30027,,L2J,,UNITED,UAL,,United Airlines Inc,,,2029-04-30,,1999-01-01,,,P&W PW4000 SER,False,False,False,,
291,3944e7,F-GRHH,AIRBUS,Airbus,A319 111,A319,1151,,L2J,,AIRFRANS,AFR,,Air France,,,,,,,,,False,False,False,,
292,a143c6,N1805U,BOEING,Boeing,737-8,B38M,60649,,L2J,Southwest Airlines,SOUTHWEST,SWA,WN,Southwest Airlines Co,,,2029-09-30,,2022-01-01,,,CFM INTL LEAP-1B28 SER,False,False,False,,
293,78101f,B-7993,BOEING,Boeing,737NG 800/W,B738,61775,,L2J,Lucky Air,LUCKY AIR,LKE,,Lucky Air,,,,,,,,,False,False,False,,
294,86d9b8,JA835J,BOEING,Boeing,787 8,B788,34850,,L2J,,J-BIRD,JAL,,Japan Airlines,,,,,,,,,False,False,False,,
295,ae0419,164407,BOEING,Boeing,E-6B Mercury,E6,24506,,L4J,,,,,United States Navy,,,,,,,,,False,False,False,,Reserved
296,e491b1,PT-XPE,AIRBUS,Airbus,A321 211SL,A321,6658,,L2J,,TAM,TAM,,Latam Brasil,,,,,,,,,False,False,False,,
297,a032a6,N11125,STEARMAN,Boeing,E75N1,ST75,75-8234,,L1P,,,,,Ageless Aviation Dreams Foundation Inc,,,2028-07-31,,1943-01-01,,,LYCOMING R680-4P-B4,False,False,False,,
298,aaadb2,N7876A,BOEING,Boeing,737-7Q8,B737,29355,,L2J,,SOUTHWEST,SWA,,Southwest Airlines Co,,,2029-12-31,,2004-01-01,,,CFM INTL CFM56-7B24,False,False,False,,
299,71bd60,HL7560,BOEING,Boeing,737NG 8B5/W,B738,29981,,L2J,,KOREANAIR,KAL,,Korean Air,,,,,,,,,False,False,False,,
300,a6ada8,N52968,STEARMAN,Boeing,E75N1,ST75,75-5258,,L1P,,,,,Buechle G T,,,2029-08-31,,1943-01-01,,,P&W R-985 SERIES,False,False,False,,
301,86e474,JA865J,BOEING,Boeing,787 9,B789,38138,,L2J,,J-BIRD,JAL,,Japan Airlines,,,,,,,,,False,False,False,,
302,0200eb,CN-RGF,BOEING,Boeing,737NG 86N/W,B738,36826,,L2J,,ROYALAIR MAROC,RAM,,Royal Air Maroc,,,,,,,,,False,False,False,,
303,a18665,N198FE,BOEING,Boeing,767-300F,B763,63128,,L2J,Federal Express,FEDEX,FDX,FX,Federal Express Corp,,,2028-09-30,,2021-01-01,,,GE CF6-80C2B6F,False,False,False,,
304,471f4a,HA-LWC,AIRBUS,Airbus,A320 232,A320,4323,,L2J,,WIZZ AIR,WZZ,,Wizz Air,,,,,,,,,False,False,False,,
305,3c48c1,D-ABFA,AIRBUS,Airbus,Airbus A320 214,A320,4101,,L2J,,AIR BERLIN,BER,,Air Berlin,,,,,,,,,False,False,False,,
306,4692c7,SX-DVG,AIRBUS,Airbus,A320 232,A320,3033,,L2J,,AEGEAN,AEE,,Aegean Airlines,,,,,,,,,False,False,False,,
